preference_match,place_quality,travel_cost,data_confidence,scenario_id,metric,poi_id
0.38255530775393665,0.5,323.6,0.5,HN-HOLD-01,road_time,osm:node:14183056101
0.0,0.8201189917018944,758.9,0.5,HN-HOLD-01,road_time,osm:node:2471647464
0.40193968917975165,0.5,558.9,0.5,HN-HOLD-01,road_time,osm:node:3712052430
0.003933588684741278,0.90585,365.8,0.25,HN-HOLD-01,road_time,osm:node:3794435557
0.41229376961896386,0.5,734.3,0.25,HN-HOLD-01,road_time,osm:node:3851718801
0.4064750027495274,0.5,531.5,0.5,HN-HOLD-01,road_time,osm:node:3883603836
0.0,0.5,377.4,0.5,HN-HOLD-01,road_time,osm:node:4226277399
0.40193968917975165,0.5,720.6,0.5,HN-HOLD-01,road_time,osm:node:4381918992
0.0,0.5,153.6,0.25,HN-HOLD-01,road_time,osm:node:443000681
0.4064750027495274,0.5,598.6,0.5,HN-HOLD-01,road_time,osm:node:4762107023
0.0,0.5,229.7,0.5,HN-HOLD-01,road_time,osm:node:5218038121
0.3907027075754449,0.5,28.9,0.5,HN-HOLD-01,road_time,osm:node:5239158923
0.4074937727778629,0.8802530027317271,336.3,0.5,HN-HOLD-01,road_time,osm:node:5406262022
0.40468929929135183,0.5,350.8,0.5,HN-HOLD-01,road_time,osm:node:5485825576
0.4019823075194791,0.5,306.3,0.5,HN-HOLD-01,road_time,osm:node:5485875291
0.0,0.5,387.2,0.5,HN-HOLD-01,road_time,osm:node:5751409631
0.0,0.5,362.6,0.25,HN-HOLD-01,road_time,osm:node:5892138785
0.38301174553441386,0.5,400.4,0.5,HN-HOLD-01,road_time,osm:node:6009497185
0.3988073991723888,0.5,324.3,0.5,HN-HOLD-01,road_time,osm:node:6429760086
0.0,0.5,244.5,0.25,HN-HOLD-01,road_time,osm:node:6606142441
0.0,0.5,175.7,0.5,HN-HOLD-01,road_time,osm:node:6610502429
0.0,0.5,303.5,0.5,HN-HOLD-01,road_time,osm:node:6698890634
0.0,0.8540880503144652,984.5,0.25,HN-HOLD-01,road_time,osm:node:6849181831
0.0,0.5,268.9,0.5,HN-HOLD-01,road_time,osm:node:6917372887
0.0,0.5,100.4,0.25,HN-HOLD-01,road_time,osm:node:7222198618
0.3872965951914179,0.5,224.9,0.5,HN-HOLD-01,road_time,osm:node:733355066
0.41229376961896386,0.5,538.4,0.5,HN-HOLD-01,road_time,osm:node:8345292959
0.40193968917975165,0.5,770.9,0.5,HN-HOLD-01,road_time,osm:node:8942732117
0.0034991776984509243,0.803503348789284,945.1,0.5,HN-HOLD-01,road_time,osm:node:9237323772
0.4064750027495274,0.5,1375.4,0.5,HN-HOLD-01,road_time,osm:node:9367555791
0.40321742149390893,0.5,643.0,0.5,HN-HOLD-01,road_time,osm:node:9805222035
0.4064750027495274,0.5,343.5,0.5,HN-HOLD-01,road_time,osm:node:9805222040
0.4064750027495274,0.5,499.4,0.5,HN-HOLD-01,road_time,osm:node:9805222047
0.3834917138187196,0.5,110.9,0.5,HN-HOLD-01,road_time,osm:node:9869536950
0.0,0.5,336.8,0.5,HN-HOLD-01,road_time,osm:node:9959263717
0.38445124346863074,0.5,315.6,0.5,HN-HOLD-01,road_time,osm:way:1015725828
0.8899715452593955,0.5,719.5,0.5,HN-HOLD-01,road_time,osm:way:1087731715
0.8144840119864318,0.8937993693338588,830.6,0.5,HN-HOLD-01,road_time,osm:way:1103182086
0.0,0.8409039548022598,1158.2,0.5,HN-HOLD-01,road_time,osm:way:1114927597
0.0,0.8998986433806332,775.4,0.5,HN-HOLD-01,road_time,osm:way:1148571536
0.0,0.854607843137255,1185.7,0.5,HN-HOLD-01,road_time,osm:way:1185629560
0.9170350283364055,0.5,1156.1,0.5,HN-HOLD-01,road_time,osm:way:1223384698
0.0,0.8897403736179946,748.5,0.5,HN-HOLD-01,road_time,osm:way:1234036432
0.887718986871703,0.5,957.2,0.5,HN-HOLD-01,road_time,osm:way:1253839879
0.4402141994095119,0.8308600178890876,1698.6,0.5,HN-HOLD-01,road_time,osm:way:1296795442
0.41229376961896386,0.5,464.7,0.25,HN-HOLD-01,road_time,osm:way:1301715443
0.8493699874087999,0.8943953488372094,1068.2,0.5,HN-HOLD-01,road_time,osm:way:1307631429
0.8840086062985122,0.5,905.3,0.5,HN-HOLD-01,road_time,osm:way:136176176
0.855952515037186,0.5,954.5,0.5,HN-HOLD-01,road_time,osm:way:1365437934
0.4716673255392796,0.5,1112.5,0.25,HN-HOLD-01,road_time,osm:way:1474970180
0.7984832140207841,0.8998310570824524,615.7,0.5,HN-HOLD-01,road_time,osm:way:1510802054
0.0,0.9403682432432431,736.7,0.25,HN-HOLD-01,road_time,osm:way:178995262
0.0,0.8601411005845595,668.3,0.5,HN-HOLD-01,road_time,osm:way:208255133
0.0,0.8800364780868101,536.9,0.25,HN-HOLD-01,road_time,osm:way:220302249
0.8866054072686922,0.5,460.9,0.5,HN-HOLD-01,road_time,osm:way:223798542
0.0,0.9000300431388661,747.5,0.25,HN-HOLD-01,road_time,osm:way:28912942
0.480107132671617,0.5,319.5,0.5,HN-HOLD-01,road_time,osm:way:28945667
0.0,0.9198525641025641,271.7,0.5,HN-HOLD-01,road_time,osm:way:339936730
0.0,0.8999444135630906,617.7,0.5,HN-HOLD-01,road_time,osm:way:340128580
0.006052587245230395,0.8999912485420625,648.2,0.5,HN-HOLD-01,road_time,osm:way:37625751
0.8906007706591699,0.5,746.1,0.5,HN-HOLD-01,road_time,osm:way:37933849
0.0,0.5,315.9,0.25,HN-HOLD-01,road_time,osm:way:480826771
