priority,poi_id,name,location,category,latitude,longitude,fields_to_check,source_url
2,osm:way:565325074,Tượng Đài Nguyễn Duy Hiệu,Đà Nẵng,park,15.88504685,108.32532500099356,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/565325074
2,osm:way:565583657,Ngoc Cam,Đà Nẵng,temple,15.8813457,108.31947697152467,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/565583657
2,osm:way:565586453,Khu văn hóa thể thao phường Tân An,Đà Nẵng,park,15.890789,108.31947957160045,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/565586453
2,osm:way:570998848,Chùa An Hải,Đà Nẵng,temple,16.0679382,108.23294135681931,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/570998848
2,osm:way:594132349,Nhà Thờ Họ Vũ ĐÌnh,Đà Nẵng,temple,15.87920555,108.31685039999999,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/594132349
2,osm:way:597505233,Đình Bồ Bản,Đà Nẵng,temple,15.9879117,108.15184547820212,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/597505233
2,osm:way:622734394,Đền thờ anh hùng dân tộc Tây Giang,Đà Nẵng,temple,15.89145315,107.4934575,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/622734394
2,osm:way:622734399,Làng truyền thống Cơ Tu,Đà Nẵng,museum,15.8836624,107.49592890925388,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/622734399
2,osm:way:622734448,Công viên Thống Nhất,Đà Nẵng,park,15.8868265,107.49254105282021,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/622734448
2,osm:way:622734495,Quảng trường trung tâm Huyện Tây Giang,Đà Nẵng,park,15.884971700000001,107.49403360890634,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/622734495
2,osm:way:624211476,Công viên P'Rao,Đà Nẵng,park,15.91920245,107.6528656012476,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/624211476
2,osm:way:624217666,Hội thánh Tin lành Achôm 2,Đà Nẵng,temple,15.8809175,107.8365887,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/624217666
2,osm:way:626704914,Hùng Đông về và bạn tránh,Đà Nẵng,gallery,15.8774451,108.33036590088861,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/626704914
2,osm:way:627383447,Chùa Tam Tôn,Đà Nẵng,temple,16.0039649,108.26214247399463,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/627383447
2,osm:way:627383449,Tháp Xá Lợi,Đà Nẵng,temple,16.003551700000003,108.26424062125793,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/627383449
2,osm:way:627383451,Chùa Tam Thai,Đà Nẵng,temple,16.0038895,108.26279120148988,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/627383451
