poi_id,status,name,location,category,tags,parent_poi_id,business_status,latitude,longitude,website,source_url,description,hours_raw,has_structured_hours,has_full_week_hours,opening_hours_json,rating,review_count,rating_provider,rating_observed_at,duration_short_minutes,duration_typical_minutes,duration_long_minutes,duration_method,duration_verified_at,access_latitude,access_longitude,access_minutes,access_method,access_verified,entity_confirmed,serving_eligible,serving_reasons,data_rights,dataset_version
osm:node:10011953034,usable,Micasa - Tea & Coffee,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.008974,105.9668914,https://www.facebook.com/micasadx,https://www.openstreetmap.org/node/10011953034,,Mo-Su 08:00-22:30,True,True,"[[[480,1350]],[[480,1350]],[[480,1350]],[[480,1350]],[[480,1350]],[[480,1350]],[[480,1350]]]",,,,,20,30,60,category_default,,21.008974,105.9668914,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10029093147,usable,Cà Phê Võng,Đà Nẵng,cafe,thư giãn|ẩm thực,,unknown,15.880781,108.3252569,,https://www.openstreetmap.org/node/10029093147,beautiful little café with wooden bridge,,False,False,null,,,,,20,30,60,category_default,,15.880781,108.3252569,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10044381092,usable,Old Hanoi Restaurant,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0299337,105.842667,,https://www.openstreetmap.org/node/10044381092,,,False,False,null,,,,,45,60,90,category_default,,21.0299337,105.842667,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10048501032,usable,Coffee Golf Gach,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0306373,105.8417446,,https://www.openstreetmap.org/node/10048501032,,,False,False,null,,,,,20,30,60,category_default,,21.0306373,105.8417446,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10048686918,usable,Pao coffee,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,20.7363039,105.7678878,,https://www.openstreetmap.org/node/10048686918,,,False,False,null,,,,,20,30,60,category_default,,20.7363039,105.7678878,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10065432663,usable,Hang đá Đức Mẹ,Hồ Chí Minh,temple,lịch sử|tâm linh|văn hóa,,unknown,10.7813554,106.6813776,,https://www.openstreetmap.org/node/10065432663,,,False,False,null,,,,,20,45,90,category_default,,10.7813554,106.6813776,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10082412846,usable,Highlands Coffee,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,20.9858452,105.8126081,https://www.highlandscoffee.com.vn/,https://www.openstreetmap.org/node/10082412846,,Mo-Su 07:00-23:00,True,True,"[[[420,1380]],[[420,1380]],[[420,1380]],[[420,1380]],[[420,1380]],[[420,1380]],[[420,1380]]]",,,,,20,30,60,category_default,,20.9858452,105.8126081,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10091771745,usable,Nguyễn Trãi,Hà Nội,historic,chụp ảnh|lịch sử|văn hóa,,unknown,20.9727763,105.7815108,,https://www.openstreetmap.org/node/10091771745,,,False,False,null,,,,,20,45,75,category_default,,20.9727763,105.7815108,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10098130619,usable,Youone Hotdog,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0191363,105.8282933,https://www.instagram.com/youonehotdog,https://www.openstreetmap.org/node/10098130619,,Mo-Su 10:00-21:30,True,True,"[[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]]]",,,,,45,60,90,category_default,,21.0191363,105.8282933,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10098130620,usable,Youone Hotdog,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0226916,105.807599,https://www.instagram.com/youonehotdog/,https://www.openstreetmap.org/node/10098130620,,Mo-Su 10:00-21:30,True,True,"[[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]]]",,,,,45,60,90,category_default,,21.0226916,105.807599,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10098130621,usable,Youone Hotdog,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,20.9979589,105.8454858,https://www.instagram.com/youonehotdog/,https://www.openstreetmap.org/node/10098130621,,Mo-Su 10:00-21:30,True,True,"[[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]]]",,,,,45,60,90,category_default,,20.9979589,105.8454858,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10098130622,usable,Youone Hotdog,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,20.986858,105.7970406,https://www.instagram.com/youonehotdog/,https://www.openstreetmap.org/node/10098130622,,Mo-Su 10:00-21:30,True,True,"[[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]],[[600,1290]]]",,,,,45,60,90,category_default,,20.986858,105.7970406,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10103088449,usable,Tokachiya Ramen,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0291169,105.8069828,,https://www.openstreetmap.org/node/10103088449,,"Mo-Su 11:00-14:00, 17:00-22:00",True,True,"[[[660,840],[1020,1320]],[[660,840],[1020,1320]],[[660,840],[1020,1320]],[[660,840],[1020,1320]],[[660,840],[1020,1320]],[[660,840],[1020,1320]],[[660,840],[1020,1320]]]",,,,,45,60,90,category_default,,21.0291169,105.8069828,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10105860276,usable,Pho Minh,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,20.9936047,105.9424974,,https://www.openstreetmap.org/node/10105860276,,,False,False,null,,,,,45,60,90,category_default,,20.9936047,105.9424974,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10111472817,usable,Hu Tieu,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,16.0509293,108.2403375,,https://www.openstreetmap.org/node/10111472817,,,False,False,null,,,,,45,60,90,category_default,,16.0509293,108.2403375,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10111546117,usable,Bếp Hên,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,16.0639909,108.2210351,,https://www.openstreetmap.org/node/10111546117,,"09:00-15:00,17:00-21:00",True,True,"[[[540,900],[1020,1260]],[[540,900],[1020,1260]],[[540,900],[1020,1260]],[[540,900],[1020,1260]],[[540,900],[1020,1260]],[[540,900],[1020,1260]],[[540,900],[1020,1260]]]",,,,,45,60,90,category_default,,16.0639909,108.2210351,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10111550317,usable,Bánh Canh Ruộng,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,16.0587335,108.2317512,,https://www.openstreetmap.org/node/10111550317,,,False,False,null,,,,,45,60,90,category_default,,16.0587335,108.2317512,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10114776452,usable,Skyline Coffee,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0167236,105.8211964,http://skylinecoffee.vn/,https://www.openstreetmap.org/node/10114776452,,Mo-Su 07:00-23:00,True,True,"[[[420,1380]],[[420,1380]],[[420,1380]],[[420,1380]],[[420,1380]],[[420,1380]],[[420,1380]]]",,,,,20,30,60,category_default,,21.0167236,105.8211964,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10120064768,usable,Aha,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0303153,105.8506999,,https://www.openstreetmap.org/node/10120064768,,,False,False,null,,,,,20,30,60,category_default,,21.0303153,105.8506999,10,osm_point,False,True,False,weak_or_generic_name|insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10120064773,usable,Yu Tang,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0311318,105.8507802,,https://www.openstreetmap.org/node/10120064773,,,False,False,null,,,,,45,60,90,category_default,,21.0311318,105.8507802,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10120348018,usable,Lu Coffee,Đà Nẵng,cafe,thư giãn|ẩm thực,,unknown,16.0509513,108.2451762,,https://www.openstreetmap.org/node/10120348018,,,False,False,null,,,,,20,30,60,category_default,,16.0509513,108.2451762,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10126113417,usable,Thia Go,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,16.0529621,108.2415067,,https://www.openstreetmap.org/node/10126113417,,,False,False,null,,,,,45,60,90,category_default,,16.0529621,108.2415067,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10127588217,usable,"Mrs Tam - Nem Lui, Bun Thit Nuong",Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,15.8863437,108.3288346,,https://www.openstreetmap.org/node/10127588217,,,False,False,null,,,,,45,60,90,category_default,,15.8863437,108.3288346,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10129864868,usable,Itaewon Dakgalbi,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0291148,105.8066682,,https://www.openstreetmap.org/node/10129864868,,Mo-Su 10:00-23:00,True,True,"[[[600,1380]],[[600,1380]],[[600,1380]],[[600,1380]],[[600,1380]],[[600,1380]],[[600,1380]]]",,,,,45,60,90,category_default,,21.0291148,105.8066682,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10133138818,needs_review,Plage de da nhai,,attraction,chụp ảnh|văn hóa,,unknown,17.655376,106.5188128,,https://www.openstreetmap.org/node/10133138818,,,False,False,null,,,,,30,60,120,category_default,,17.655376,106.5188128,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10133150917,usable,Ly hoa site pittoresque,Quảng Trị,attraction,chụp ảnh|văn hóa,,unknown,17.6507371,106.5165929,,https://www.openstreetmap.org/node/10133150917,,,False,False,null,,,,,30,60,120,category_default,,17.6507371,106.5165929,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10137315103,usable,NĂM RẢNH HẢI SẢN,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,16.0658727,108.2297117,,https://www.openstreetmap.org/node/10137315103,,,False,False,null,,,,,45,60,90,category_default,,16.0658727,108.2297117,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10154412164,usable,Fantasy Park,Đà Nẵng,theme_park,gia đình|ngoài trời,osm:way:359114064,unknown,15.9968339,107.9888036,,https://www.openstreetmap.org/node/10154412164,,08:30-18:00,True,True,"[[[510,1080]],[[510,1080]],[[510,1080]],[[510,1080]],[[510,1080]],[[510,1080]],[[510,1080]]]",,,,,180,300,480,category_default,,15.9968339,107.9888036,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10154412491,usable,Kungfu Noodle,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,15.9975204,107.987641,,https://www.openstreetmap.org/node/10154412491,,"Mo-Su,PH 09:00-21:00",False,False,null,,,,,45,60,90,category_default,,15.9975204,107.987641,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10158964415,usable,Lẩu&Nướng Ăndeee - 188 Phó Đức Chính,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0442652,105.8460809,https://www.facebook.com/launuongandeee.hn,https://www.openstreetmap.org/node/10158964415,,Mo-Su 10:00-22:30,True,True,"[[[600,1350]],[[600,1350]],[[600,1350]],[[600,1350]],[[600,1350]],[[600,1350]],[[600,1350]]]",,,,,45,60,90,category_default,,21.0442652,105.8460809,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:1016630582,needs_review,Vịnh Mốc Tunnels Museum,,museum,lịch sử|nghệ thuật|trong nhà|văn hóa,,unknown,17.07467,107.1127984,,https://www.openstreetmap.org/node/1016630582,,,False,False,null,,,,,30,60,120,category_default,,17.07467,107.1127984,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:1016631030,usable,Cột cờ Cầu Hiền Lương,Quảng Trị,attraction,chụp ảnh|văn hóa,,unknown,17.0056523,107.0502157,,https://www.openstreetmap.org/node/1016631030,,,False,False,null,,,,,30,60,120,category_default,,17.0056523,107.0502157,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:1016631101,usable,Bảo tàng lịch sử Cầu Hiền Lương,Quảng Trị,museum,lịch sử|nghệ thuật|trong nhà|văn hóa,,unknown,17.0060282,107.0513663,,https://www.openstreetmap.org/node/1016631101,,,False,False,null,,,,,30,60,120,category_default,,17.0060282,107.0513663,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10166537621,usable,Quán bánh mì,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0690047,105.7616145,,https://www.openstreetmap.org/node/10166537621,,,False,False,null,,,,,45,60,90,category_default,,21.0690047,105.7616145,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10167435017,usable,Thiền viện Phước Sơn,Đồng Nai,temple,lịch sử|tâm linh|văn hóa,,unknown,10.9342502,106.9459058,,https://www.openstreetmap.org/node/10167435017,,,False,False,null,,,,,20,45,90,category_default,,10.9342502,106.9459058,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10171278941,usable,Chùa Kim Bửu,Đà Nẵng,temple,lịch sử|tâm linh|văn hóa,,unknown,15.8702083,108.3159055,,https://www.openstreetmap.org/node/10171278941,,,False,False,null,,,,,20,45,90,category_default,,15.8702083,108.3159055,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10175727317,usable,Bho hoong village ethnique,Đà Nẵng,attraction,chụp ảnh|văn hóa,,unknown,15.963165,107.7623158,,https://www.openstreetmap.org/node/10175727317,,,False,False,null,,,,,30,60,120,category_default,,15.963165,107.7623158,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10178512817,usable,Cột Cờ Chiến Thắng,Bắc Ninh,historic,chụp ảnh|lịch sử|văn hóa,,unknown,21.0675735,106.2215635,,https://www.openstreetmap.org/node/10178512817,,,False,False,null,,,,,20,45,75,category_default,,21.0675735,106.2215635,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10178549417,usable,Đình Hương Triện,Bắc Ninh,temple,lịch sử|tâm linh|văn hóa,,unknown,21.0691552,106.222292,,https://www.openstreetmap.org/node/10178549417,,,False,False,null,,,,,20,45,90,category_default,,21.0691552,106.222292,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10179892274,usable,The East,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0297293,105.8441279,https://theeast.vn/,https://www.openstreetmap.org/node/10179892274,,Mo-Su 10:00-22:00,True,True,"[[[600,1320]],[[600,1320]],[[600,1320]],[[600,1320]],[[600,1320]],[[600,1320]],[[600,1320]]]",,,,,45,60,90,category_default,,21.0297293,105.8441279,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10183312317,usable,Hanoi Train Track Cafe - Coffee 17,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.017571,105.8408996,,https://www.openstreetmap.org/node/10183312317,,,False,False,null,,,,,20,30,60,category_default,,21.017571,105.8408996,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10199648444,usable,Nhà ăn Quân Sự,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0700799,105.7613931,,https://www.openstreetmap.org/node/10199648444,,,False,False,null,,,,,45,60,90,category_default,,21.0700799,105.7613931,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10213645392,usable,cafe Việt,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0800904,105.7724381,,https://www.openstreetmap.org/node/10213645392,,Mo-Su 08:00-22:00,True,True,"[[[480,1320]],[[480,1320]],[[480,1320]],[[480,1320]],[[480,1320]],[[480,1320]],[[480,1320]]]",,,,,20,30,60,category_default,,21.0800904,105.7724381,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10213648463,usable,bún đậu 34,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0799412,105.7726806,,https://www.openstreetmap.org/node/10213648463,,Mo-Su 09:00-21:00,True,True,"[[[540,1260]],[[540,1260]],[[540,1260]],[[540,1260]],[[540,1260]],[[540,1260]],[[540,1260]]]",,,,,45,60,90,category_default,,21.0799412,105.7726806,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10213826362,usable,bánh mì sài gòn,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0798973,105.7728536,,https://www.openstreetmap.org/node/10213826362,,Mo-Su 06:00-22:00,True,True,"[[[360,1320]],[[360,1320]],[[360,1320]],[[360,1320]],[[360,1320]],[[360,1320]],[[360,1320]]]",,,,,45,60,90,category_default,,21.0798973,105.7728536,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10213906581,usable,Cơm bình dân,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0808732,105.7726549,,https://www.openstreetmap.org/node/10213906581,,,False,False,null,,,,,45,60,90,category_default,,21.0808732,105.7726549,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10214404094,usable,Steel Coffee,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0758019,105.7735223,,https://www.openstreetmap.org/node/10214404094,,24/7,True,True,"[[[0,1440]],[[0,1440]],[[0,1440]],[[0,1440]],[[0,1440]],[[0,1440]],[[0,1440]]]",,,,,20,30,60,category_default,,21.0758019,105.7735223,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10216519958,usable,d,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0730862,105.7726483,,https://www.openstreetmap.org/node/10216519958,,,False,False,null,,,,,45,60,90,category_default,,21.0730862,105.7726483,10,osm_point,False,True,False,weak_or_generic_name|insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10219253935,usable,Cơm Ngon,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0813579,105.7719273,,https://www.openstreetmap.org/node/10219253935,,Mo-Sa 09:00-18:00,True,False,"[[[540,1080]],[[540,1080]],[[540,1080]],[[540,1080]],[[540,1080]],[[540,1080]],null]",,,,,45,60,90,category_default,,21.0813579,105.7719273,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10219253940,usable,gà xù,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0813291,105.7727044,,https://www.openstreetmap.org/node/10219253940,,Mo-Su 08:00-21:00,True,True,"[[[480,1260]],[[480,1260]],[[480,1260]],[[480,1260]],[[480,1260]],[[480,1260]],[[480,1260]]]",,,,,45,60,90,category_default,,21.0813291,105.7727044,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10219271549,usable,cơm ngon Hà Nội,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0785795,105.7745595,,https://www.openstreetmap.org/node/10219271549,,Mo-Sa 09:00-20:00,True,False,"[[[540,1200]],[[540,1200]],[[540,1200]],[[540,1200]],[[540,1200]],[[540,1200]],null]",,,,,45,60,90,category_default,,21.0785795,105.7745595,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10219271553,usable,Trà sữa lofi,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0785355,105.7757912,,https://www.openstreetmap.org/node/10219271553,,Mo-Su 07:00-22:00,True,True,"[[[420,1320]],[[420,1320]],[[420,1320]],[[420,1320]],[[420,1320]],[[420,1320]],[[420,1320]]]",,,,,20,30,60,category_default,,21.0785355,105.7757912,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10219271554,usable,coffe chill,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0787517,105.7758427,,https://www.openstreetmap.org/node/10219271554,,Mo-Su 07:00-22:00,True,True,"[[[420,1320]],[[420,1320]],[[420,1320]],[[420,1320]],[[420,1320]],[[420,1320]],[[420,1320]]]",,,,,20,30,60,category_default,,21.0787517,105.7758427,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10220706854,usable,Chua bán long pagoda,Ninh Bình,temple,lịch sử|tâm linh|văn hóa,,unknown,20.2535489,105.9214868,,https://www.openstreetmap.org/node/10220706854,,,False,False,null,,,,,20,45,90,category_default,,20.2535489,105.9214868,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:10220706862,usable,Lotus Lake Board Walk,Ninh Bình,attraction,chụp ảnh|văn hóa,,unknown,20.2315857,105.935904,,https://www.openstreetmap.org/node/10220706862,,,False,False,null,,,,,30,60,120,category_default,,20.2315857,105.935904,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
